transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B	RIBO_GMP_Ven_A_21	RIBO_GMP_Ven_B_21	RIBO_GMP_vehicle_A_21	RIBO_GMP_vehicle_B_21	RIBO_HSC_Ven_A_21	RIBO_HSC_Ven_B_21	RIBO_HSC_vehicle_A_21	RIBO_HSC_vehicle_B_21
4931423N10Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4931428F04Rik	3	2	2	2	2	1	2	4	2	0	1	0	13	2	3	2
4931428L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931429L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4931440F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932411N23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932414N04Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4932415D10Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4932429P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4932438A13Rik	648	213	401	367	206	61	179	151	199	84	184	141	251	47	122	110
4932438H23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933400A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933405L10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933405O20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933406M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933407L21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933408B17Rik	4	0	0	2	0	0	0	1	1	0	0	0	0	1	0	1
4933409G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933411K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933412E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933414I15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933417A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933424G06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933425L06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933427D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933428G20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933428M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933430I17Rik	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0
4933434E20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933436I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5031439G07Rik	37	11	21	26	42	14	31	29	12	2	10	7	40	11	10	20
5330417C22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430401F13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430403G16Rik	2	0	2	0	0	1	1	1	0	0	0	0	0	0	2	0
5430419D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5430427O19Rik	31	20	14	22	35	23	37	33	7	2	4	0	12	6	7	3
5530400C23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5530401A14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730409E04Rik	9	1	7	11	5	0	9	9	1	0	1	0	9	0	0	2
5730455P16Rik	45	18	18	34	28	6	13	21	4	4	6	5	11	1	6	5
5730480H06Rik	10	1	5	7	12	3	11	11	5	1	2	4	9	2	5	6
5730507C01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730522E02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5830411N06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030458C11Rik	48	14	35	38	62	17	53	38	10	5	8	12	44	8	16	12
6030468B19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6030498E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330403K07Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
6330409D20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430531B16Rik	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
6430548M08Rik	23	0	5	14	26	11	36	27	3	0	6	3	23	9	8	11
6430550D23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430571L13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430628N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6720489N17Rik	2	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0
6820408C15Rik	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7420426K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7530416G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8030462N17Rik	77	25	36	35	61	17	70	54	31	16	19	11	66	13	40	26
8030474K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9030025P20Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9030624G23Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9130008F23Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
9130019O22Rik	6	1	2	7	4	3	8	10	0	0	1	2	0	1	1	3
9130023H24Rik	6	0	1	3	0	1	0	1	2	0	3	0	8	1	1	3
9130204L05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130230L23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130401M01Rik	65	25	44	42	52	16	55	42	7	6	9	9	28	11	21	17
9130409I23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230102O04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230112D13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9330159F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9330182L06Rik	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0
9330182O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430007A20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9430015G10Rik	9	1	2	1	3	0	4	7	1	1	0	1	8	0	7	4
9430038I01Rik	26	12	15	17	9	2	10	23	2	4	3	4	11	3	14	11
9430069I07Rik	1	2	1	0	1	0	4	2	0	1	0	1	1	2	1	1
9530002B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530003J23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530053A07Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530068E07Rik	198	94	101	163	102	38	114	130	48	21	35	40	61	22	70	69
9530077C05Rik	11	1	4	7	2	2	8	4	2	2	2	1	1	0	2	1
9630041A04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9830107B12Rik	6	0	1	7	4	2	3	5	4	0	1	3	2	1	1	2
9930012K11Rik	14	12	9	10	9	2	14	17	0	4	0	4	3	1	8	1
9930021J03Rik	31	4	18	15	32	6	16	15	20	4	16	10	28	7	15	11
9930022D16Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9930104L06Rik	10	4	10	7	5	2	12	6	1	0	4	3	8	1	7	3
9930111J21Rik1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
9930111J21Rik2	0	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0
A030003K21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A030005K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A030005L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A030014E15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A130010J15Rik	0	1	0	1	2	0	0	5	0	0	0	0	0	0	0	0
A1bg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A230072I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A2m	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
A2ml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3galt2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A430005L14Rik	15	12	16	10	4	3	7	3	6	6	4	6	10	2	1	4
A430033K04Rik	11	3	9	5	14	5	4	11	7	1	0	1	5	2	0	5
A430089I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4galt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A4gnt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530016L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A530032D15Rik	1	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0
A530064D06Rik	1	1	2	5	1	2	0	2	0	0	1	3	1	0	2	0
A530084C06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630001G21Rik	49	14	33	34	20	6	22	23	11	8	10	10	17	6	15	12
A630010A05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630023A22Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A630073D07Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A630076J17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A630089N07Rik	5	1	4	4	2	2	5	5	0	1	0	0	1	0	0	1
A630095N17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730009L09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730046J19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730049H05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730071L15Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A830005F24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A830018L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A830031A19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930002H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930003A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930004D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930009A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930017K11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930018P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A930033H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA467197	1	1	1	0	3	4	8	2	0	1	0	0	2	1	1	1
AA792892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AA986860	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AB124611	123	44	66	93	36	9	90	91	34	11	35	35	91	18	57	63
AC112683.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124742.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124764.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC132407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC140267.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC141477.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC149091.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC150683.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC151602.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC163616.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC166256.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF067061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF067063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF366264	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
AI182371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI413582	11	8	8	7	6	0	11	14	6	3	1	5	12	3	8	14
AI429214	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0
AI467606	83	38	46	79	28	11	71	83	28	17	15	21	43	14	40	40
AI593442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI597479	31	6	21	24	16	3	13	14	7	0	5	3	9	3	7	7
AI661453	4	3	6	7	2	0	4	5	3	1	6	3	3	1	0	0
AI837181	20	5	10	16	8	6	8	5	8	4	4	5	22	2	14	9
AI854703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI987944	12	1	5	8	6	2	4	4	1	0	1	0	4	0	1	2
AK157302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL607142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL731706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL731706.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL732309.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL845275.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU015836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU018091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU021092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU022252	5	3	2	3	3	0	3	4	1	0	0	0	6	2	4	2
AU022751	0	0	0	0	0	0	0	0	2	2	2	1	1	0	2	1
AU040320	131	58	84	108	99	28	100	153	43	18	41	36	130	37	67	82
AU041133	0	0	0	1	3	2	2	6	0	0	0	0	1	0	1	0
AV320801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW146154	4	0	3	2	1	0	1	0	0	0	1	0	1	0	0	0
AW209491	43	6	24	21	34	6	40	25	8	2	5	6	22	5	7	11
AW549877	18	6	17	21	18	2	14	23	7	2	1	9	13	3	9	8
AW551984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AW554918	33	10	18	32	34	7	19	34	3	2	12	3	15	2	12	7
AW822073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY074887	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0
AY358078	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AY761184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY761185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aaas	146	80	87	87	103	28	108	81	36	16	22	19	63	22	27	21
Aacs	161	76	124	103	100	47	117	101	50	16	38	27	84	28	58	44
Aadac	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Aadacl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadacl4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aadat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aagab	101	27	61	69	84	32	95	97	12	6	13	17	74	15	41	37
Aak1	26	7	6	12	24	7	21	16	7	2	8	1	25	3	13	14
Aamdc	25	6	12	14	7	1	12	14	4	4	6	1	9	1	8	6
Aamp	300	121	188	207	220	66	256	198	60	25	40	42	124	24	81	65
Aanat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aar2	11	5	7	6	4	3	9	5	3	1	1	3	9	4	3	2
Aard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aars	434	187	258	227	248	126	162	143	87	38	55	48	221	61	61	32
Aars2	28	12	24	26	9	5	11	9	5	7	4	8	24	4	8	5
Aarsd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aasdh	19	9	11	8	19	2	21	6	8	3	6	3	19	5	13	3
Aasdhppt	101	44	60	52	36	22	51	45	21	12	11	18	39	4	11	24
Aass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatf	377	140	195	216	195	62	196	162	70	27	56	52	92	35	66	44
Aatk	63	47	59	70	33	17	36	43	23	16	23	13	40	10	39	22
Abat	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca1	16	2	10	7	24	9	22	32	4	3	3	4	10	3	10	11
Abca12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abca13	1641	843	1251	1354	810	228	724	739	595	294	495	476	580	142	443	394
Abca14	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Abca15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Abca2	265	103	202	187	260	86	190	214	84	36	95	75	265	56	152	119
Abca3	125	41	71	77	69	36	98	97	39	11	45	25	127	41	84	66
Abca4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Abca5	0	0	2	1	0	1	3	0	1	0	0	0	1	0	0	0
Abca6	1	1	0	1	8	2	3	5	0	1	0	0	2	1	1	2
Abca7	338	218	346	347	185	92	214	249	140	86	144	123	205	64	161	142
Abca8a	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Abca8b	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
Abca9	35	10	23	21	93	58	56	93	7	2	1	6	68	23	30	19
Abcb10	49	32	53	52	31	12	31	39	9	6	21	8	42	9	19	22
Abcb11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb1a	5	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
Abcb1b	15	4	7	13	35	26	39	52	6	0	0	2	18	11	12	16
Abcb4	1	0	0	1	1	0	0	1	0	0	0	0	0	4	0	0
Abcb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcb6	5	0	1	1	2	0	0	5	1	0	0	1	2	0	0	0
Abcb7	227	82	174	163	86	47	90	132	48	23	35	26	38	15	29	30
Abcb8	20	14	15	23	13	5	9	11	6	5	4	3	19	7	14	8
Abcb9	14	15	16	26	1	1	2	3	17	3	7	7	4	1	4	4
Abcc1	387	181	244	275	177	75	191	244	88	39	79	69	140	52	79	76
Abcc10	20	7	18	16	12	2	11	6	10	2	4	4	13	3	8	4
Abcc12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc2	78	45	74	79	79	22	93	62	26	28	42	34	99	19	62	43
Abcc3	15	7	14	16	13	3	13	13	6	1	1	3	9	2	8	5
Abcc4	247	97	153	148	171	69	155	144	51	22	71	60	180	29	99	83
Abcc5	246	109	152	199	115	61	178	161	53	24	38	38	98	27	80	48
Abcc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Abcc8	33	16	47	20	8	2	16	7	10	2	12	10	12	4	5	10
Abcc9	2	2	6	1	0	1	0	1	1	0	0	1	1	0	2	0
Abcd1	245	122	200	182	228	105	259	263	55	24	52	52	234	47	130	139
Abcd2	180	103	157	153	137	45	142	197	33	25	44	32	83	20	60	75
Abcd3	254	98	151	170	129	61	137	135	35	19	42	22	56	23	39	31
Abcd4	19	12	23	18	11	10	13	27	6	6	5	6	26	6	14	7
Abce1	628	284	445	366	524	172	360	391	140	79	125	109	252	64	147	101
Abcf1	513	198	291	288	272	119	169	194	102	56	85	68	246	66	80	59
Abcf2	345	138	224	230	299	101	176	161	68	27	68	49	183	58	65	47
Abcf3	104	45	82	81	93	43	68	70	17	7	17	18	43	22	27	22
Abcg1	44	25	39	52	58	20	80	77	14	6	11	5	58	17	31	37
Abcg2	39	10	23	17	1	3	1	1	1	7	3	7	1	1	0	0
Abcg3	26	11	16	27	27	7	13	14	3	3	4	6	9	1	5	7
Abcg4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Abcg5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcg8	11	5	5	11	0	1	0	0	1	0	1	1	0	0	1	0
Abhd10	88	45	56	65	41	13	47	41	20	8	16	12	25	7	11	13
Abhd11	89	62	78	87	40	9	50	53	22	11	30	26	42	4	14	15
Abhd12	53	15	28	39	27	8	25	41	8	3	8	10	19	3	18	16
Abhd12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd13	17	4	6	9	17	4	14	11	4	4	3	4	13	0	3	7
Abhd14a	25	19	29	17	10	2	12	15	13	5	10	8	15	3	7	10
Abhd14b	5	2	2	5	2	1	4	3	0	0	0	1	5	4	2	1
Abhd15	3	2	0	1	0	1	3	5	1	1	1	0	2	2	3	4
Abhd16a	87	60	78	78	38	19	47	73	19	9	29	24	53	9	34	38
Abhd16b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17a	8	1	4	2	3	1	3	1	3	2	5	0	18	2	7	8
Abhd17b	38	13	30	16	33	7	36	41	9	3	6	7	19	3	18	17
Abhd17c	2	1	0	2	0	1	0	1	1	0	3	1	5	1	3	3
Abhd18	2	0	4	3	2	1	5	1	5	1	3	0	2	1	2	3
Abhd2	206	96	148	177	101	55	127	116	50	32	54	53	79	27	58	56
Abhd3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Abhd4	13	2	7	10	11	3	9	12	1	1	1	2	13	2	5	3
Abhd5	151	62	130	115	158	34	148	139	32	13	38	25	66	17	58	45
Abhd6	0	0	1	0	2	1	4	3	0	0	0	0	2	0	0	0
Abhd8	14	2	5	4	14	2	8	3	6	3	3	4	21	4	3	11
Abi1	265	128	188	175	228	69	208	189	57	42	63	43	126	23	81	72
Abi2	61	25	52	50	48	21	23	20	15	0	30	8	24	6	15	14
Abi3	8	5	5	5	20	4	16	20	2	2	0	1	13	4	2	4
Abi3bp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abitram	76	32	38	49	28	23	26	23	9	6	8	7	11	3	9	12
Abl1	68	23	50	38	49	25	61	46	25	13	27	15	85	21	56	48
Abl2	42	13	24	19	28	7	24	11	22	9	12	8	31	8	13	10
Ablim1	3	0	0	0	0	2	1	1	2	0	0	0	3	0	1	2
Ablim2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ablim3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Abo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abr	163	73	94	105	154	62	191	168	59	22	55	40	169	32	115	82
Abra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abracl	251	134	195	199	133	72	141	155	46	32	54	58	42	18	34	37
Abraxas1	55	10	23	18	17	4	21	29	7	5	10	4	9	2	9	8
Abraxas2	230	105	165	165	101	60	120	112	40	24	29	17	42	11	29	23
Abt1	56	32	37	36	21	10	33	27	14	5	10	9	25	9	8	12
Abtb1	53	26	54	55	46	17	64	51	16	10	21	10	50	15	37	29
Abtb2	4	0	2	2	3	0	2	2	2	0	2	0	2	0	2	1
Acaa1a	59	23	31	48	42	12	55	66	12	6	6	7	18	5	13	22
Acaa1b	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Acaa2	224	116	145	177	115	54	123	132	32	20	26	39	41	19	40	34
Acaca	179	70	144	106	208	91	86	74	47	27	47	26	158	50	39	34
Acacb	8	1	7	6	12	2	14	5	1	4	3	1	6	1	4	3
Acad10	12	4	13	7	5	3	4	4	2	0	5	3	7	2	4	2
Acad11	49	21	29	34	63	18	54	36	5	5	6	5	28	9	14	9
Acad12	1	0	1	2	2	0	1	1	0	1	0	0	0	0	0	1
Acad8	73	39	62	50	55	26	59	59	18	14	20	11	38	9	16	28
Acad9	120	47	72	72	40	13	46	35	19	11	25	26	16	16	13	12
Acadl	456	253	347	358	347	195	359	320	82	52	99	81	144	81	94	108
Acadm	200	95	154	135	73	42	93	98	42	20	37	28	30	11	32	23
Acads	115	64	87	95	63	30	77	73	32	19	38	24	71	21	50	43
Acadsb	205	95	117	133	41	17	55	66	37	15	25	39	12	7	15	18
Acadvl	203	99	144	147	78	37	118	117	26	19	23	32	54	31	44	32
Acan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acap1	197	95	124	158	106	43	140	109	45	27	33	44	76	26	53	39
Acap2	350	135	228	206	201	53	199	170	61	36	67	41	142	16	73	59
Acap3	50	16	26	31	42	13	44	32	16	5	9	15	58	11	27	15
Acat1	414	194	304	311	220	83	220	242	87	47	61	66	83	30	61	56
Acat2	8	3	2	5	2	0	2	2	1	1	1	0	1	1	2	2
Acat3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd3	291	118	174	204	135	48	176	132	52	35	34	37	106	14	56	64
Acbd4	8	5	7	1	10	4	9	9	4	1	3	1	7	1	4	4
Acbd5	141	53	106	94	91	33	112	105	28	10	30	15	72	13	32	28
Acbd6	92	21	46	52	28	11	38	25	18	12	12	16	25	6	18	14
Acbd7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Accs	13	12	15	17	22	14	24	26	13	7	11	14	18	6	15	11
Accsl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acd	13	6	13	14	11	2	9	12	4	5	8	5	20	2	5	11
Ace	12	4	4	6	43	14	13	11	2	0	2	0	37	3	11	6
Ace2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ace3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acer2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
Acer3	87	37	45	63	62	18	67	78	14	5	7	9	27	9	17	18
Ache	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acin1	807	387	509	560	442	210	509	420	238	126	155	191	517	149	317	226
Ackr1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ackr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ackr4	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0
Acly	410	179	286	239	354	178	263	271	89	44	70	50	296	105	125	84
Acmsd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acnat1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
