	RNA_HSC_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_vehicle_A	RNA_HSC_Ven_B	RNA_GMP_Ven_A	RNA_GMP_vehicle_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_B
Rpl37a-201	4135.0	3858.0	2992.0	3450.0	3164.0	14080.0	2109.0	25150.0
Igfbp2-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Igfbp5-201	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Tnp1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tns1-217	24.0	51.0	57.0	30.0	79.0	12.0	16.0	11.0
Rufy4-202	2.0	2.0	2.0	2.0	6.0	2.0	3.0	0.0
Cxcr2-202	12.0	22.0	50.0	12.0	90.0	10.0	16.0	0.0
Cxcr1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arpc2-203	19295.0	18041.0	22247.0	17941.0	17804.0	4485.0	6196.0	6840.0
Gpbar1-201	4.0	0.0	4.0	0.0	9.0	2.0	0.0	0.0
Aamp-201	2126.0	2451.0	2467.0	2265.0	2192.0	1654.0	1054.0	1651.0
Pnkd-201	52.0	67.0	31.0	15.0	43.0	42.0	18.0	100.0
Tmbim1-202	371.0	486.0	431.0	354.0	319.0	35.0	88.0	30.0
Catip-201	43.0	13.0	31.0	25.0	14.0	9.0	4.0	5.0
Slc11a1-201	223.0	264.0	229.0	214.0	182.0	15.0	34.0	30.0
Ctdsp1-201	266.0	280.0	407.0	291.0	234.0	180.0	92.0	164.0
Vil1-201	1.0	1.0	1.0	3.0	5.0	0.0	5.0	0.0
Usp37-205	178.0	168.0	235.0	125.0	116.0	37.0	58.0	43.0
Cnot9-201	841.0	834.0	925.0	688.0	653.0	37.0	167.0	78.0
Plcd4-201	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Zfp142-203	103.0	181.0	217.0	150.0	208.0	31.0	14.0	26.0
Bcs1l-201	363.0	399.0	346.0	320.0	345.0	102.0	139.0	147.0
Rnf25-201	436.0	373.0	445.0	381.0	354.0	221.0	125.0	262.0
Stk36-201	7.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0
Ttll4-201	324.0	439.0	443.0	359.0	265.0	22.0	19.0	18.0
Cyp27a1-201	182.0	152.0	211.0	175.0	277.0	81.0	93.0	74.0
Prkag3-206	1.0	0.0	2.0	1.0	5.0	1.0	0.0	0.0
Wnt6-201	5.0	5.0	5.0	6.0	4.0	0.0	6.0	21.0
Wnt10a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdk5r2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fev-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Cryba2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cfap65-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
Ihh-201	0.0	2.0	0.0	1.0	2.0	0.0	0.0	2.0
Nhej1-201	139.0	141.0	167.0	97.0	93.0	32.0	59.0	46.0
Slc23a3-201	0.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0
Cnppd1-202	1070.0	1111.0	1379.0	1077.0	1059.0	244.0	333.0	130.0
Retreg2-201	1094.0	1109.0	1723.0	1100.0	978.0	159.0	240.0	96.0
Zfand2b-201	631.0	608.0	702.0	559.0	491.0	177.0	235.0	257.0
Abcb6-201	247.0	274.0	344.0	279.0	212.0	81.0	65.0	66.0
Atg9a-208	719.0	920.0	1325.0	760.0	988.0	48.0	121.0	57.0
Ankzf1-208	712.0	658.0	781.0	744.0	594.0	282.0	175.0	198.0
Glb1l-201	582.0	446.0	657.0	499.0	246.0	46.0	35.0	22.0
Stk16-201	3517.0	3276.0	3839.0	2812.0	2028.0	837.0	891.0	1018.0
Tuba4a-202	21454.0	19181.0	25379.0	18796.0	13701.0	6727.0	5343.0	12164.0
A630095N17Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dnajb2-207	27.0	33.0	45.0	29.0	24.0	0.0	9.0	14.0
Ptprn-201	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Resp18-201	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Dnpep-201	619.0	602.0	661.0	613.0	690.0	160.0	297.0	311.0
Des-201	1.0	2.0	0.0	6.0	6.0	1.0	0.0	3.0
Speg-201	1.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0
Gmppa-202	619.0	641.0	824.0	631.0	760.0	159.0	232.0	323.0
Asic4-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chpf-201	8.0	3.0	10.0	7.0	5.0	2.0	0.0	0.0
Obsl1-202	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Tmem198-201	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
Inha-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stk11ip-201	383.0	414.0	589.0	428.0	481.0	124.0	97.0	30.0
Slc4a3-202	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Epha4-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Pax3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sgpp2-201	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0
Farsb-202	3260.0	3377.0	3219.0	2771.0	2270.0	498.0	591.0	734.0
BC035947-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mogat1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acsl3-201	486.0	553.0	466.0	541.0	445.0	91.0	87.0	20.0
Utp14b-201	116.0	96.0	85.0	122.0	111.0	15.0	33.0	4.0
Kcne4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Scg2-201	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Ap1s3-203	17.0	20.0	8.0	10.0	8.0	1.0	2.0	0.0
Wdfy1-204	172.0	206.0	285.0	186.0	180.0	74.0	45.0	31.0
Mrpl44-201	1323.0	1242.0	1238.0	1133.0	901.0	449.0	380.0	415.0
Serpine2-201	162.0	64.0	85.0	148.0	153.0	26.0	17.0	5.0
Fam124b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cul3-201	2998.0	2789.0	4161.0	3153.0	3171.0	305.0	718.0	293.0
Gm45261-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dock10-201	4286.0	4762.0	6360.0	4066.0	6245.0	830.0	704.0	400.0
Nyap2-203	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0
Irs1-201	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm9747-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhbdd1-202	317.0	237.0	447.0	287.0	190.0	10.0	39.0	1.0
Col4a4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Col4a3-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0
Mff-202	1231.0	1332.0	1406.0	1194.0	1046.0	160.0	360.0	293.0
Tm4sf20-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm47791-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Agfg1-206	1152.0	1425.0	1388.0	1239.0	1052.0	50.0	151.0	77.0
A030005L19Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A030014E15Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm6217-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A030003K21Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm7544-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm47955-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm47959-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc19a3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap28-10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm47969-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A030005K14Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Krtap28-13-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ccl20-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Daw1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphkap-205	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Pid1-201	28.0	38.0	53.0	22.0	83.0	7.0	31.0	1.0
Dner-201	0.0	2.0	3.0	0.0	7.0	0.0	0.0	1.0
Trip12-201	2133.0	2330.0	3161.0	2206.0	2564.0	647.0	359.0	477.0
Fbxo36-201	34.0	24.0	45.0	33.0	30.0	7.0	10.0	14.0
Slc16a14-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C130026I21Rik-201	18.0	18.0	11.0	9.0	4.0	10.0	2.0	1.0
A530032D15Rik-201	6.0	0.0	10.0	2.0	11.0	3.0	4.0	3.0
G530012D18Rik-201	8.0	11.0	7.0	5.0	6.0	28.0	5.0	18.0
Sp110-201	2886.0	2187.0	3486.0	2576.0	2327.0	1093.0	859.0	1102.0
Sp140-201	2800.0	2413.0	2619.0	2257.0	1906.0	481.0	509.0	685.0
Sp100-202	9620.0	8586.0	10439.0	8004.0	7652.0	788.0	1596.0	860.0
A630001G21Rik-202	287.0	271.0	325.0	300.0	319.0	112.0	91.0	94.0
Cab39-202	2100.0	1998.0	2314.0	1885.0	1897.0	28.0	272.0	51.0
Itm2c-201	451.0	469.0	476.0	468.0	696.0	116.0	229.0	153.0
4933407L21Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpr55-201	5.0	0.0	3.0	0.0	21.0	0.0	9.0	2.0
Spata3-205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2810459M11Rik-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psmd1-201	5566.0	5514.0	6442.0	4978.0	4622.0	1254.0	1276.0	1780.0
Htr2b-201	1.0	0.0	3.0	1.0	0.0	6.0	0.0	0.0
Gm21972-201	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
Armc9-201	63.0	70.0	72.0	81.0	41.0	12.0	25.0	2.0
B3gnt7-201	9.0	20.0	38.0	8.0	36.0	3.0	14.0	6.0
Ncl-201	22449.0	19997.0	20855.0	18415.0	14402.0	15080.0	6034.0	15605.0
Nmur1-202	4.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
Tex44-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ptma-201	14326.0	12343.0	13705.0	11133.0	12164.0	13960.0	5682.0	15740.0
Pde6d-201	1135.0	1009.0	1028.0	907.0	678.0	323.0	319.0	435.0
Cops7b-202	302.0	326.0	426.0	316.0	260.0	45.0	59.0	38.0
Nppc-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dis3l2-201	456.0	407.0	524.0	484.0	341.0	80.0	86.0	58.0
Alppl2-201	1.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0
Alpi-201	3.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0
Akp3-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ecel1-204	4.0	2.0	2.0	3.0	0.0	4.0	2.0	0.0
Prss56-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Chrnd-201	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Chrng-201	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Eif4e2-206	1381.0	1289.0	1488.0	1376.0	1000.0	265.0	427.0	689.0
Efhd1-201	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Gigyf2-201	661.0	657.0	795.0	595.0	678.0	153.0	131.0	134.0
Kcnj13-201	7.0	1.0	1.0	1.0	3.0	0.0	0.0	0.0
Snorc-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ngef-202	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
Neu2-204	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Inpp5d-210	2361.0	2694.0	4034.0	2598.0	3301.0	111.0	372.0	101.0
Atg16l1-201	445.0	506.0	511.0	359.0	381.0	54.0	89.0	44.0
Sag-201	0.0	0.0	4.0	3.0	2.0	7.0	0.0	8.0
Dgkd-201	1055.0	1095.0	1545.0	1090.0	1580.0	111.0	237.0	71.0
Usp40-201	176.0	163.0	211.0	136.0	162.0	69.0	44.0	65.0
Ugt1a10-201	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
Ugt1a9-201	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0
Ugt1a8-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Ugt1a7c-201	776.0	733.0	967.0	794.0	1389.0	149.0	384.0	73.0
Ugt1a6b-202	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Ugt1a6a-202	4.0	2.0	1.0	0.0	6.0	2.0	0.0	0.0
Ugt1a5-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Ugt1a2-201	1.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0
Dnajb3-201	1.0	3.0	5.0	0.0	1.0	5.0	0.0	0.0
Ugt1a1-201	0.0	1.0	5.0	3.0	5.0	0.0	0.0	0.0
Mroh2a-202	1.0	6.0	4.0	3.0	0.0	3.0	0.0	5.0
Hjurp-201	1911.0	2026.0	2648.0	1876.0	1632.0	154.0	252.0	56.0
Trpm8-201	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Spp2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glrp1-201	34.0	52.0	43.0	36.0	33.0	0.0	10.0	3.0
Arl4c-202	4.0	5.0	14.0	8.0	22.0	3.0	7.0	5.0
Sh3bp4-201	5.0	2.0	18.0	12.0	71.0	32.0	12.0	8.0
Agap1-201	142.0	189.0	236.0	166.0	149.0	4.0	17.0	10.0
Gbx2-201	42.0	68.0	38.0	57.0	21.0	4.0	3.0	4.0
Asb18-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Iqca-201	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
Ackr3-201	4.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
Cops8-201	781.0	834.0	763.0	692.0	495.0	171.0	167.0	148.0
Col6a3-202	73.0	105.0	113.0	101.0	7.0	1.0	0.0	1.0
Mlph-201	94.0	108.0	100.0	104.0	3.0	1.0	0.0	0.0
Prlh-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rab17-201	0.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0
Lrrfip1-204	522.0	519.0	606.0	479.0	504.0	57.0	125.0	116.0
Rbm44-201	24.0	17.0	21.0	14.0	2.0	5.0	1.0	0.0
Ramp1-201	2610.0	2181.0	2616.0	2512.0	2494.0	5087.0	1501.0	5197.0
Ube2f-203	521.0	557.0	532.0	461.0	606.0	537.0	251.0	357.0
Scly-201	532.0	546.0	704.0	474.0	500.0	58.0	160.0	86.0
Espnl-201	46.0	51.0	40.0	41.0	20.0	1.0	3.0	0.0
Klhl30-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Erfe-201	3.0	7.0	5.0	5.0	0.0	0.0	0.0	1.0
Ilkap-201	1481.0	1522.0	1711.0	1339.0	1345.0	1354.0	637.0	1094.0
Hes6-201	558.0	533.0	579.0	501.0	761.0	604.0	357.0	465.0
Per2-201	239.0	362.0	393.0	257.0	431.0	7.0	21.0	3.0
Traf3ip1-201	46.0	64.0	66.0	54.0	51.0	20.0	14.0	25.0
Asb1-202	153.0	93.0	129.0	77.0	78.0	26.0	19.0	26.0
Twist2-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hdac4-202	248.0	265.0	358.0	243.0	386.0	48.0	110.0	60.0
Ndufa10-201	1735.0	1524.0	1769.0	1682.0	1228.0	595.0	526.0	1074.0
Olfr1416-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1415-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1414-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1413-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1412-202	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1411-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1410-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr12-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cops9-201	518.0	429.0	334.0	304.0	306.0	2665.0	198.0	2554.0
Otos-201	36.0	23.0	43.0	33.0	9.0	27.0	2.0	25.0
Gpc1-201	1190.0	1243.0	2324.0	1193.0	1739.0	45.0	363.0	70.0
Ankmy1-201	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0
Dusp28-201	53.0	36.0	53.0	46.0	28.0	27.0	14.0	14.0
Rnpepl1-201	424.0	500.0	650.0	408.0	439.0	32.0	105.0	48.0
Capn10-201	204.0	208.0	251.0	217.0	201.0	42.0	62.0	33.0
Gpr35-203	20.0	31.0	26.0	14.0	44.0	5.0	6.0	5.0
Aqp12-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kif1a-204	11.0	1.0	9.0	14.0	20.0	0.0	0.0	1.0
Agxt-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mab21l4-201	1.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
Crocc2-201	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
Sned1-201	38.0	47.0	81.0	31.0	54.0	6.0	7.0	2.0
Mterf4-201	321.0	296.0	310.0	252.0	323.0	131.0	90.0	161.0
Pask-201	455.0	525.0	791.0	453.0	414.0	229.0	84.0	80.0
Ppp1r7-201	1103.0	950.0	1295.0	983.0	820.0	192.0	301.0	384.0
Ano7-202	5.0	4.0	7.0	4.0	2.0	0.0	0.0	0.0
Hdlbp-202	3354.0	3645.0	4138.0	3275.0	3556.0	255.0	605.0	412.0
Sept2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sept2-214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Farp2-201	27.0	13.0	39.0	22.0	22.0	1.0	0.0	7.0
Stk25-201	738.0	747.0	901.0	818.0	758.0	142.0	190.0	87.0
Bok-201	5.0	6.0	1.0	7.0	2.0	0.0	0.0	3.0
Thap4-206	357.0	467.0	546.0	379.0	390.0	140.0	122.0	131.0
Atg4b-201	773.0	805.0	817.0	655.0	669.0	201.0	246.0	274.0
Dtymk-201	1933.0	1742.0	1991.0	1587.0	1592.0	1776.0	678.0	2495.0
Ing5-201	190.0	215.0	240.0	149.0	181.0	140.0	39.0	109.0
D2hgdh-201	204.0	236.0	282.0	225.0	239.0	22.0	48.0	23.0
Gal3st2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gal3st2b-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gal3st2c-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Neu4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pdcd1-201	9.0	13.0	0.0	2.0	1.0	0.0	3.0	0.0
Fam174a-202	181.0	191.0	209.0	187.0	171.0	189.0	77.0	73.0
St8sia4-201	443.0	416.0	431.0	325.0	878.0	115.0	123.0	77.0
Slco4c1-201	77.0	58.0	117.0	75.0	320.0	12.0	23.0	9.0
Slco6c1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D1Ertd622e-201	603.0	703.0	654.0	554.0	500.0	88.0	111.0	67.0
Ppip5k2-205	1898.0	1980.0	2194.0	1735.0	1614.0	48.0	190.0	41.0
Gin1-203	405.0	475.0	534.0	402.0	371.0	150.0	112.0	147.0
Pam-202	183.0	115.0	180.0	160.0	103.0	28.0	29.0	28.0
Slco6d1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cntnap5b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdh20-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rnf152-201	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0
Pign-210	583.0	494.0	744.0	480.0	450.0	30.0	35.0	21.0
Relch-201	531.0	593.0	689.0	491.0	519.0	88.0	60.0	45.0
Tnfrsf11a-201	5.0	8.0	10.0	4.0	16.0	1.0	6.0	4.0
Zcchc2-202	179.0	192.0	291.0	166.0	259.0	14.0	20.0	6.0
Phlpp1-201	42.0	54.0	91.0	58.0	39.0	6.0	3.0	3.0
Bcl2-201	66.0	85.0	88.0	51.0	193.0	121.0	38.0	67.0
Kdsr-201	334.0	240.0	300.0	244.0	258.0	49.0	79.0	66.0
Vps4b-201	2742.0	2485.0	2872.0	2270.0	2601.0	223.0	540.0	327.0
Serpinb5-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb12-201	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Serpinb13-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb3a-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb3d-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb3b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb3c-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb11-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Serpinb7-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serpinb2-202	31.0	5.0	4.0	6.0	0.0	0.0	1.0	0.0
Serpinb8-202	19.0	6.0	3.0	10.0	5.0	1.0	0.0	2.0
Cdh7-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cdh19-201	0.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
Dsel-201	27.0	10.0	15.0	6.0	0.0	3.0	0.0	0.0
Cntnap5a-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Gm19965-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
B020011L13Rik-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Gm28360-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Gm28168-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm7145-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm29106-201	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0
Tsn-201	1545.0	1496.0	1638.0	1370.0	1108.0	986.0	535.0	1143.0
Nifk-201	2124.0	2203.0	1906.0	1660.0	1816.0	681.0	661.0	735.0
Clasp1-218	460.0	464.0	702.0	502.0	402.0	36.0	41.0	16.0
Tfcp2l1-201	4.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Gli2-201	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Inhbb-201	3.0	7.0	7.0	0.0	2.0	0.0	0.0	0.0
Ralb-201	861.0	1046.0	1175.0	922.0	757.0	59.0	229.0	104.0
Tmem185b-202	602.0	675.0	742.0	582.0	531.0	87.0	121.0	81.0
Epb41l5-208	7.0	3.0	10.0	3.0	2.0	0.0	0.0	1.0
Ptpn4-201	108.0	92.0	102.0	70.0	102.0	22.0	19.0	18.0
Tmem177-201	189.0	146.0	188.0	112.0	109.0	42.0	39.0	59.0
Cfap221-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sctr-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem37-201	12.0	13.0	20.0	19.0	9.0	13.0	4.0	20.0
Dbi-201	2639.0	2571.0	2214.0	2223.0	1583.0	3354.0	869.0	5432.0
3110009E18Rik-203	65.0	42.0	63.0	51.0	77.0	181.0	39.0	175.0
Steap3-203	97.0	138.0	201.0	126.0	135.0	9.0	11.0	8.0
C1ql2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marco-201	2.0	2.0	0.0	1.0	7.0	17.0	3.0	23.0
En1-201	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Insig2-201	201.0	156.0	143.0	144.0	165.0	36.0	58.0	20.0
Ccdc93-201	358.0	392.0	420.0	273.0	368.0	85.0	75.0	57.0
Htr5b-201	1.0	0.0	3.0	3.0	0.0	2.0	0.0	0.0
Ddx18-201	2402.0	2491.0	2665.0	2133.0	1888.0	1850.0	604.0	2128.0
Dpp10-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actr3-202	22124.0	20226.0	25486.0	20036.0	19897.0	3566.0	5523.0	1973.0
Slc35f5-201	446.0	539.0	535.0	450.0	498.0	13.0	112.0	14.0
Gpr39-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lypd1-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nckap5-204	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
Mgat5-201	158.0	170.0	237.0	175.0	257.0	68.0	45.0	66.0
Tmem163-205	2.0	0.0	1.0	0.0	4.0	0.0	5.0	0.0
Acmsd-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Ccnt2-201	643.0	653.0	826.0	552.0	604.0	145.0	115.0	62.0
Map3k19-201	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Rab3gap1-201	822.0	668.0	867.0	737.0	623.0	58.0	127.0	41.0
Zranb3-203	267.0	291.0	189.0	180.0	244.0	12.0	46.0	17.0
R3hdm1-201	591.0	640.0	869.0	553.0	558.0	75.0	85.0	37.0
Ubxn4-201	1840.0	2034.0	1962.0	1761.0	1777.0	765.0	613.0	829.0
Lct-201	7.0	0.0	5.0	9.0	14.0	1.0	2.0	0.0
Mcm6-201	15223.0	14898.0	18814.0	13153.0	14287.0	1610.0	3489.0	2373.0
Dars-201	10644.0	8848.0	10174.0	7847.0	7853.0	771.0	2015.0	746.0
Cxcr4-201	1173.0	1209.0	1473.0	1202.0	1768.0	230.0	425.0	166.0
Thsd7b-202	182.0	56.0	213.0	91.0	24.0	0.0	4.0	1.0
Cd55b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd55-201	11.0	2.0	4.0	3.0	3.0	2.0	2.0	2.0
Zp3r-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C4bp-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm29427-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pfkfb2-202	6.0	6.0	16.0	22.0	17.0	1.0	3.0	0.0
Yod1-201	61.0	42.0	48.0	56.0	53.0	3.0	7.0	0.0
AA986860-201	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Fcamr-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pigr-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fcmr-201	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
Il24-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il20-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il19-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il10-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
