Name	Description	GMP_Ven_A	GMP_Ven_B	GMP_vehicle_A	GMP_vehicle_B	HSC_Ven_A	HSC_Ven_B	HSC_vehicle_A	HSC_vehicle_B
Aldh18a1	NA	0.15	0.15	0.11	0.14	0.2	0.29	0.1	0.17
Aldh1b1	NA	0.09	0.23	0.16	0.2	0.06	0.24	0.13	0.12
Aldh1l1	NA	0.09	0.15	0.44	0.06	0.22	0.19	0.16	0.15
Aldh2	NA	0.08	0.13	0.09	0.11	0.06	0.26	0.07	0.06
Aldh3a2	NA	0.08	0.08	0.07	0.1	0.27	0.18	0.08	0.11
Aldh3b1	NA	0.05	0.07	0.07	0.06	0.06	0.11	0.08	0.05
Aldh6a1	NA	0.05	0.04	0.05	0.04	0.06	0.1	0.03	0.06
Aldh7a1	NA	0.19	0.44	0.16	0.26	0.12	0.31	0.16	0.19
Aldh9a1	NA	0.12	0.16	0.15	0.13	0.25	0.3	0.16	0.15
Aldoa	NA	0.04	0.04	0.04	0.03	0.02	0.08	0.04	0.03
Aldoc	NA	0.21	0.11	0.25	0.1	0.04	0.07	0.1	0.07
Alg1	NA	0.23	0.33	0.25	0.29	0.2	0.25	0.25	0.27
Alg10b	NA	0.1	0.04	0.07	0.07	0.04	0.01	0.07	0.06
Alg11	NA	0.15	0.19	0.21	0.15	0.22	0.43	0.17	0.38
Alg12	NA	0.34	0.29	0.34	0.26	0.66	0.36	0.34	0.31
Alg14	NA	0.04	0.01	0.02	0.02	0.04	0.11	0.05	0.07
Alg2	NA	0.09	0.13	0.1	0.11	0.11	0.15	0.1	0.23
Alg3	NA	0.04	0.04	0.02	0.05	0.02	0.05	0.03	0.02
Alg5	NA	0.16	0.13	0.13	0.15	0.05	0.06	0.09	0.09
Alg6	NA	0.03	0.04	0.04	0.05	0.07	0.04	0.03	0.03
Alg8	NA	0.05	0.03	0.03	0.05	0.02	0.05	0.03	0.04
Alg9	NA	0.03	0.01	0.01	0.02	0.02	0.01	0.01	0.04
Alkbh1	NA	0.03	0.01	0.03	0.04	0.03	0	0.02	0.02
Alkbh2	NA	0.3	0.21	0.04	0.17	0.06	0.03	0.3	0.14
Alkbh3	NA	0.09	0.08	0.11	0.07	0.08	0.05	0.06	0.05
Alkbh5	NA	0.06	0.06	0.08	0.05	0.06	0.05	0.12	0.07
Alkbh7	NA	0.16	0.1	0.14	0.12	0.01	0.06	0.1	0.05
Alkbh8	NA	0.1	0.08	0.1	0.07	0.1	0.08	0.11	0.11
Alms1	NA	0.67	0.68	0.57	0.43	0.71	0.61	0.64	0.91
Alox5	NA	0.07	0.12	0.11	0.1	0.3	0.45	0.12	0.14
Alox5ap	NA	0.06	0.05	0.05	0.05	0.01	0.02	0.05	0.04
Alpk1	NA	0.19	0.17	0.2	0.24	0.43	0.27	0.18	0.32
Als2	NA	0.24	0.16	0.16	0.13	1.18	0.59	0.25	0.54
Alyref	NA	0.04	0.03	0.03	0.04	0.01	0.01	0.03	0.02
Ambra1	NA	0.14	0.18	0.2	0.17	0.3	0.34	0.2	0.27
Amdhd2	NA	0.11	0.17	0.17	0.17	0.04	0.07	0.17	0.1
Amer1	NA	0.25	0.21	0.18	0.36	0.12	0.05	0.26	0.08
Amfr	NA	0.07	0.07	0.08	0.07	0.12	0.1	0.07	0.08
Ammecr1	NA	0.07	0.11	0.09	0.06	0.05	0.04	0.1	0.09
Ammecr1l	NA	0.04	0.02	0.05	0.03	0.1	0.01	0.03	0.05
Amot	NA	0.2	0.69	0.69	0.26	0.32	0.26	0.33	0.56
Amotl2	NA	0.16	0.22	0.24	0.31	0.2	0.47	0.25	0.27
Ampd2	NA	0.12	0.18	0.15	0.16	0.28	0.25	0.16	0.17
Ampd3	NA	0.07	0.14	0.09	0.09	0.34	0.33	0.1	0.2
Amz2	NA	0.07	0.06	0.15	0.06	0.15	0.09	0.19	0.14
Anapc1	NA	0.12	0.12	0.15	0.12	0.54	0.32	0.12	0.27
Anapc10	NA	0.07	0.06	0.04	0.05	0.02	0.04	0.05	0.04
Anapc11	NA	0.02	0.01	0.01	0.01	0	0.01	0.02	0.01
Anapc13	NA	0.28	0.14	0.14	0.22	0.01	0.01	0.17	0.06
Anapc16	NA	0.05	0.04	0.03	0.04	0.03	0.03	0.09	0.07
Anapc2	NA	0.19	0.35	0.24	0.24	0.47	0.75	0.22	0.23
Anapc4	NA	0.09	0.09	0.1	0.08	0.11	0.11	0.08	0.09
Anapc5	NA	0.04	0.03	0.04	0.04	0.09	0.06	0.05	0.05
Anapc7	NA	0.19	0.19	0.19	0.19	0.12	0.18	0.16	0.11
Angel2	NA	0.03	0.02	0.03	0.02	0.03	0.03	0.02	0.03
Angpt1	NA	0.14	0.1	0.1	0.14	0.08	0.08	0.08	0.15
Angptl4	NA	0.08	0.08	0.03	0.07	0.07	0.22	0.1	0.12
Angptl8	NA	0.05	0.22	0.08	0.13	0.03	0.13	0.15	0.12
Ank	NA	0.22	0.04	0.08	0.06	0.1	0.1	0.1	0.09
Ankfy1	NA	0.11	0.12	0.11	0.14	0.24	0.21	0.12	0.27
Ankhd1	NA	0.34	0.34	0.37	0.29	0.35	0.22	0.29	0.33
Ankib1	NA	0.13	0.13	0.15	0.12	0.2	0.07	0.18	0.23
Ankle1	NA	0.02	0.02	0.02	0.04	0.05	0.01	0.02	0.01
Ankle2	NA	0.12	0.11	0.12	0.09	0.22	0.25	0.07	0.13
Ankmy2	NA	0.08	0.09	0.1	0.11	0.08	0.42	0.13	0.13
Ankra2	NA	0.04	0.03	0.04	0.04	0.07	0.02	0.05	0.02
Ankrd10	NA	0.09	0.07	0.08	0.08	0.07	0.04	0.08	0.07
Ankrd11	NA	0.28	0.33	0.44	0.29	0.31	0.18	0.28	0.19
Ankrd12	NA	0.16	0.09	0.13	0.15	0.07	0.04	0.1	0.06
Ankrd13a	NA	0.05	0.06	0.06	0.05	0.2	0.22	0.06	0.09
Ankrd13b	NA	0.34	0.11	0.42	0.3	0.25	0.32	0.39	0.29
Ankrd13c	NA	0.06	0.07	0.09	0.06	0.09	0.02	0.11	0.14
Ankrd17	NA	0.39	0.33	0.37	0.26	0.33	0.26	0.35	0.3
Ankrd26	NA	0.27	0.21	0.19	0.13	0.16	0.08	0.15	0.11
Ankrd27	NA	0.08	0.09	0.1	0.06	0.18	0.07	0.08	0.1
Ankrd28	NA	0.04	0.04	0.06	0.05	0.08	0.04	0.05	0.08
Ankrd40	NA	0.05	0.06	0.06	0.06	0.12	0.11	0.07	0.1
Ankrd44	NA	0.14	0.16	0.17	0.16	0.25	0.13	0.15	0.33
Ankrd46	NA	0.04	0.05	0.05	0.05	0.08	0.1	0.05	0.06
Ankrd49	NA	0.06	0.03	0.05	0.05	0.05	0.05	0.06	0.07
Ankrd52	NA	0.93	1.3	0.74	0.8	1.29	1.35	0.87	1.89
Ankrd54	NA	0.02	0.01	0.01	0.03	0.02	0.01	0.02	0.02
Anks1	NA	0.11	0.1	0.1	0.1	0.19	0.12	0.14	0.16
Anks3	NA	0.07	0.06	0.08	0.13	0.1	0.08	0.09	0.06
Ankzf1	NA	0.06	0.09	0.09	0.08	0.05	0.09	0.07	0.05
Anln	NA	0.12	0.11	0.11	0.09	0.39	0.44	0.11	0.22
Ano10	NA	0.12	0.17	0.17	0.16	0.18	0.43	0.13	0.17
Ano6	NA	0.1	0.15	0.13	0.14	0.27	0.23	0.1	0.25
Ano8	NA	0.21	0.19	0.2	0.26	0.4	0.19	0.26	0.18
Anp32a	NA	1.58	2.19	1.85	1.78	0.16	0.32	1.62	0.71
Anp32b	NA	0.27	0.41	0.35	0.32	0.05	0.04	0.29	0.12
Anp32e	NA	0.1	0.1	0.11	0.09	0.03	0.03	0.08	0.06
Antxr2	NA	0.14	0.19	0.18	0.22	0.91	0.39	0.19	0.44
Anxa1	NA	0.05	0.05	0.05	0.05	0.05	0.19	0.05	0.05
Anxa11	NA	0.15	0.2	0.19	0.17	0.25	0.28	0.21	0.24
Anxa2	NA	0.11	0.1	0.1	0.1	0.03	0.13	0.07	0.06
Anxa3	NA	0.06	0.05	0.04	0.08	0.03	0.03	0.05	0.04
Anxa4	NA	0.07	0.09	0.07	0.08	0.08	0.16	0.09	0.09
Anxa5	NA	0.09	0.09	0.08	0.08	0.05	0.09	0.09	0.06
Anxa6	NA	0.11	0.15	0.14	0.14	0.18	0.56	0.12	0.09
Anxa7	NA	0.15	0.16	0.12	0.14	0.12	0.16	0.17	0.17
Aoah	NA	0.08	0.08	0.09	0.11	0.18	0.17	0.08	0.16
Aopep	NA	0.15	0.11	0.14	0.15	0.41	0.27	0.19	0.18
Ap1ar	NA	0.04	0.02	0.03	0.02	0.09	0.02	0.04	0.05
Ap1b1	NA	0.07	0.08	0.09	0.07	0.16	0.3	0.04	0.07
Ap1g1	NA	0.11	0.13	0.13	0.11	0.17	0.2	0.11	0.16
Ap1g2	NA	0.08	0.12	0.09	0.09	0.19	0.19	0.09	0.09
Ap1m1	NA	0.09	0.12	0.11	0.1	0.39	0.57	0.13	0.13
Ap1s1	NA	0.11	0.09	0.09	0.08	0.02	0.05	0.1	0.07
Ap1s2	NA	0.04	0.05	0.04	0.08	0.03	0.03	0.03	0.03
Ap2a1	NA	0.14	0.17	0.2	0.12	0.61	0.62	0.2	0.26
Ap2a2	NA	0.05	0.05	0.05	0.05	0.16	0.14	0.08	0.11
Ap2b1	NA	0.17	0.17	0.17	0.14	0.22	0.47	0.17	0.24
Ap2m1	NA	0.05	0.04	0.04	0.04	0.1	0.13	0.05	0.06
Ap2s1	NA	0.07	0.05	0.05	0.07	0.01	0.01	0.06	0.02
Ap3b1	NA	0.15	0.15	0.15	0.14	0.37	0.59	0.11	0.17
Ap3d1	NA	0.17	0.24	0.2	0.17	0.28	0.2	0.17	0.17
Ap3m1	NA	0.04	0.03	0.03	0.04	0.09	0.13	0.04	0.07
Ap3m2	NA	0.05	0.09	0.05	0.04	0.07	0.02	0.11	0.06
Ap3s1	NA	0.03	0.02	0.03	0.03	0.02	0.03	0.03	0.03
Ap3s2	NA	0.07	0.07	0.07	0.08	0.03	0.11	0.04	0.04
Ap4e1	NA	0.16	0.15	0.18	0.17	0.56	0.33	0.12	0.22
Ap4m1	NA	0.29	0.26	0.47	0.36	0.16	0.12	0.32	0.24
Ap5b1	NA	0.11	0.17	0.09	0.16	0.23	0.42	0.17	0.2
Ap5m1	NA	0.05	0.03	0.03	0.04	0.08	0.07	0.03	0.09
Ap5z1	NA	0.08	0.08	0.07	0.1	0.23	0.13	0.14	0.13
Apaf1	NA	0.2	0.25	0.29	0.2	0.28	0.2	0.21	0.34
Apba1	NA	0.03	0	0.11	0.07	0.21	0.1	0.13	0.15
Apba3	NA	0.06	0.08	0.06	0.06	0.24	0.44	0.16	0.13
Apbb1ip	NA	0.19	0.25	0.3	0.24	0.27	0.28	0.18	0.18
Apbb3	NA	0.12	0.08	0.03	0.11	0.11	0.05	0.14	0.07
Apc	NA	0.31	0.2	0.35	0.28	0.23	0.08	0.27	0.28
Apeh	NA	0.17	0.17	0.16	0.13	0.18	0.27	0.16	0.14
Apex1	NA	0.35	0.23	0.25	0.23	0.17	0.44	0.28	0.2
Apex2	NA	0.08	0.14	0.07	0.17	0.14	0.23	0.13	0.16
Aph1a	NA	0.09	0.06	0.07	0.08	0.06	0.06	0.08	0.06
Api5	NA	0.04	0.04	0.04	0.04	0.08	0.07	0.03	0.05
Apip	NA	0.15	0.16	0.1	0.17	0.04	0.08	0.13	0.08
Aplf	NA	0.16	0.11	0.11	0.1	0.11	0.11	0.09	0.07
Aplp2	NA	0.31	0.39	0.38	0.4	0.25	0.3	0.3	0.38
Apmap	NA	0.11	0.11	0.13	0.09	0.08	0.13	0.11	0.13
Apobec1	NA	0.03	0.02	0.02	0.03	0.03	0.05	0.02	0.03
Apobec3	NA	0.09	0.11	0.11	0.08	0.09	0.1	0.08	0.08
Apobr	NA	0.76	1.64	1.22	1.49	0.71	0.9	1.5	1.27
Apoe	NA	0.59	0.46	0.53	0.32	0.09	0.3	0.32	0.28
Apoo	NA	0.18	0.11	0.13	0.15	0.08	0.19	0.13	0.07
Apool	NA	0.19	0.15	0.18	0.12	0.05	0.16	0.12	0.07
Apopt1	NA	0.14	0.07	0.12	0.13	0.03	0.05	0.12	0.07
App	NA	0.42	0.63	0.59	0.4	0.42	0.74	0.39	0.48
Appbp2	NA	0.11	0.09	0.09	0.09	0.15	0.18	0.12	0.17
Appl1	NA	0.16	0.15	0.15	0.16	0.19	0.14	0.14	0.21
Appl2	NA	0.07	0.07	0.11	0.06	0.17	0.28	0.06	0.09
Aprt	NA	0.11	0.13	0.11	0.11	0.01	0.02	0.12	0.07
Aptx	NA	0.2	0.19	0.16	0.21	0.08	0.08	0.14	0.07
Aqr	NA	0.15	0.16	0.16	0.12	0.51	0.68	0.14	0.23
Araf	NA	0.05	0.04	0.05	0.06	0.13	0.08	0.07	0.09
Arap1	NA	0.14	0.26	0.19	0.23	0.39	0.23	0.2	0.19
Arap2	NA	0.05	0.6	0.22	0.21	0.23	0.18	0.12	0.19
Arap3	NA	0.19	0.33	0.27	0.35	0.55	0.21	0.34	0.39
Arcn1	NA	0.08	0.07	0.07	0.06	0.18	0.21	0.07	0.11
Arel1	NA	0.06	0.08	0.1	0.07	0.38	0.05	0.07	0.09
Arf1	NA	0.05	0.05	0.04	0.05	0.04	0.07	0.04	0.04
Arf2	NA	0.08	0.06	0.08	0.07	0.03	0.1	0.1	0.06
Arf3	NA	0.04	0.05	0.05	0.05	0.07	0.06	0.07	0.08
Arf4	NA	0.1	0.1	0.08	0.09	0.12	0.08	0.09	0.11
Arf5	NA	0.13	0.12	0.11	0.15	0.03	0.05	0.22	0.1
Arf6	NA	0.03	0.01	0.02	0.02	0.02	0.01	0.03	0.03
Arfgap1	NA	0.15	0.18	0.17	0.17	0.18	0.29	0.2	0.14
Arfgap2	NA	0.05	0.06	0.06	0.06	0.11	0.19	0.06	0.05
Arfgap3	NA	0.07	0.08	0.06	0.03	0.07	0.05	0.05	0.03
Arfgef1	NA	0.19	0.14	0.22	0.13	0.23	0.09	0.16	0.22
Arfgef2	NA	0.25	0.26	0.32	0.23	0.45	0.4	0.33	0.57
Arfip2	NA	0.11	0.06	0.07	0.06	0.08	0.07	0.07	0.06
Arfrp1	NA	0.13	0.19	0.18	0.2	0.08	0.08	0.18	0.15
Arglu1	NA	0.35	0.36	0.34	0.35	0.07	0.03	0.24	0.18
Arhgap1	NA	0.04	0.04	0.06	0.05	0.16	0.32	0.04	0.07
Arhgap10	NA	0.21	0.26	0.21	0.16	0.3	0.14	0.25	0.22
Arhgap11a	NA	0.14	0.15	0.16	0.14	0.36	0.09	0.16	0.16
Arhgap15	NA	0.03	0.03	0.04	0.04	0.06	0.08	0.04	0.04
Arhgap17	NA	0.21	0.32	0.25	0.31	0.27	0.35	0.22	0.27
Arhgap18	NA	0.1	0.08	0.09	0.08	0.07	0.18	0.07	0.13
Arhgap19	NA	0.02	0.02	0.03	0.02	0.06	0.04	0.02	0.04
Arhgap21	NA	0.31	0.22	0.36	0.18	0.46	0.22	0.28	0.37
Arhgap23	NA	0.15	0.29	0.18	0.15	0.49	0.31	0.31	0.54
Arhgap25	NA	0.14	0.16	0.16	0.15	0.19	0.31	0.2	0.16
Arhgap26	NA	0.09	0.1	0.1	0.07	0.12	0.1	0.09	0.15
Arhgap27	NA	0.12	0.17	0.12	0.14	0.23	0.14	0.14	0.13
Arhgap30	NA	0.23	0.26	0.27	0.24	0.31	0.16	0.3	0.26
Arhgap31	NA	0.12	0.21	0.2	0.11	0.62	0.67	0.17	0.45
Arhgap33	NA	0.06	0.06	0.1	0.21	0.53	0.17	0.07	0.15
Arhgap35	NA	0.29	0.07	0.37	0.24	0.35	0.21	0.36	0.44
Arhgap39	NA	0.13	0.2	0.1	0.18	0.4	0.46	0.21	0.35
Arhgap4	NA	0.14	0.19	0.18	0.19	0.2	0.27	0.18	0.14
Arhgap45	NA	0.07	0.12	0.1	0.11	0.17	0.22	0.1	0.11
Arhgap9	NA	0.03	0.02	0.03	0.03	0.03	0.02	0.03	0.02
Arhgdia	NA	0.08	0.11	0.09	0.08	0.07	0.21	0.1	0.08
Arhgdib	NA	0.02	0.02	0.02	0.02	0.01	0.05	0.02	0.02
Arhgef1	NA	0.09	0.12	0.1	0.11	0.22	0.22	0.11	0.11
Arhgef10l	NA	0.19	0.18	0.14	0.11	0.16	0.15	0.22	0.24
Arhgef11	NA	0.23	0.25	0.33	0.24	6.52	3.52	0.33	0.64
Arhgef18	NA	0.21	0.32	0.3	0.33	0.61	0.43	0.34	0.43
Arhgef2	NA	0.12	0.15	0.12	0.14	0.17	0.18	0.12	0.13
Arhgef28	NA	0.16	0.22	0.2	0.23	0.49	0.42	0.37	0.26
Arhgef3	NA	0.06	0.06	0.07	0.07	0.13	0.16	0.08	0.1
Arhgef39	NA	0.05	0.09	0.09	0.12	0.06	0.09	0.12	0.07
Arhgef6	NA	0.13	0.15	0.16	0.14	0.31	0.37	0.12	0.22
Arhgef7	NA	0.47	0.64	0.54	0.59	0.36	0.45	0.4	0.55
Arid1a	NA	0.34	0.39	0.42	0.35	0.23	0.17	0.44	0.33
Arid1b	NA	0.2	0.26	0.25	0.2	0.19	0.16	0.24	0.31
Arid2	NA	0.14	0.13	0.22	0.13	0.17	0.09	0.17	0.27
Arid3a	NA	0.1	0.1	0.12	0.11	0.08	0.04	0.13	0.14
Arid3b	NA	0.09	0.13	0.11	0.18	0.13	0.11	0.1	0.18
Arid4a	NA	0.18	0.2	0.15	0.18	0.13	0.09	0.14	0.1
Arid4b	NA	0.26	0.18	0.21	0.22	0.11	0.06	0.14	0.07
Arid5a	NA	0.06	0.07	0.07	0.05	0.08	0.14	0.08	0.05
Arid5b	NA	0.16	0.23	0.27	0.15	0.08	0.13	0.14	0.14
Arih1	NA	0.13	0.11	0.11	0.12	0.18	0.07	0.1	0.18
Arih2	NA	0.1	0.05	0.1	0.08	0.2	0.08	0.12	0.14
Arl1	NA	0.11	0.07	0.09	0.06	0.09	0.09	0.09	0.09
Arl10	NA	0.46	0.81	0.52	1.03	0.49	0.14	0.48	0.48
Arl13b	NA	0.23	0.06	0.11	0.11	0.08	0.05	0.1	0.08
Arl14ep	NA	0.11	0.09	0.09	0.08	0.1	0.09	0.1	0.12
Arl2	NA	0.08	0.08	0.07	0.11	0.02	0.1	0.12	0.09
Arl2bp	NA	0.03	0.03	0.05	0.03	0.07	0.04	0.05	0.02
Arl3	NA	0.26	0.22	0.47	0.41	0.08	0.13	0.42	0.18
Arl4a	NA	0.09	0.06	0.06	0.04	0.04	0.04	0.06	0.04
Arl5a	NA	0.01	0	0.01	0.01	0.04	0.02	0.02	0.04
Arl6ip1	NA	0.04	0.04	0.03	0.04	0.02	0.02	0.03	0.04
Arl6ip4	NA	0.17	0.14	0.22	0.15	0.04	0.04	0.21	0.12
Arl6ip5	NA	0.07	0.06	0.06	0.06	0.06	0.08	0.1	0.08
Arl6ip6	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01
Arl8a	NA	0.13	0.1	0.12	0.14	0.09	0.12	0.13	0.11
Arl8b	NA	0.06	0.07	0.07	0.07	0.08	0.08	0.08	0.14
Armc1	NA	0.06	0.05	0.06	0.07	0.08	0.06	0.07	0.07
Armc3	NA	0.4	0.26	0.26	0.48	0.02	0.07	0.36	0.24
Armc5	NA	0.1	0.21	0.19	0.18	0.15	0.09	0.15	0.16
Armc6	NA	0.14	0.13	0.04	0.09	0.05	0.07	0.12	0.07
Armc8	NA	0.07	0.08	0.09	0.09	0.1	0.06	0.1	0.08
Armcx3	NA	0.08	0.06	0.07	0.08	0.06	0.04	0.06	0.04
Armcx4	NA	1.26	1.02	2.3	0.55	0.53	0.1	1.27	0.87
Armh3	NA	0.14	0.09	0.16	0.16	0.15	0.16	0.1	0.1
Armt1	NA	0.08	0.1	0.13	0.11	0.19	0.2	0.09	0.1
Arnt	NA	0.18	0.26	0.2	0.17	2.1	4.16	0.24	0.4
Arntl	NA	0.1	0.08	0.11	0.12	0.06	0.08	0.08	0.12
Arpc1a	NA	0.05	0.03	0.05	0.04	0.02	0.01	0.05	0.03
Arpc1b	NA	0.03	0.04	0.04	0.04	0.03	0.09	0.05	0.03
Arpc2	NA	0.04	0.05	0.04	0.04	0.03	0.07	0.04	0.03
Arpc3	NA	0.07	0.06	0.06	0.07	0.01	0.04	0.07	0.04
Arpc4	NA	0.07	0.09	0.08	0.07	0.04	0.11	0.09	0.06
Arpc5	NA	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Arpc5l	NA	0.02	0.02	0.01	0.02	0	0.01	0.01	0.01
Arpp19	NA	0.19	0.18	0.16	0.18	0.02	0.03	0.12	0.12
Arrb1	NA	0.06	0.07	0.08	0.08	0.44	0.71	0.07	0.11
Arrb2	NA	0.06	0.05	0.06	0.06	0.05	0.05	0.05	0.05
Arrdc1	NA	0.02	0.02	0.03	0.03	0.02	0.02	0.03	0.04
Arrdc3	NA	0.02	0.07	0.04	0.06	0.09	0.02	0.04	0.1
Arrdc4	NA	0.08	0.03	0.08	0.04	0.09	0.11	0.07	0.05
Arsa	NA	0.11	0.08	0.08	0.1	0.04	0.09	0.05	0.06
Arsb	NA	0.07	0.12	0.11	0.16	0.06	0.08	0.1	0.21
Arsg	NA	0.07	0.1	0.05	0.08	0.15	0.1	0.09	0.09
Arsk	NA	0.13	0.14	0.12	0.13	0.16	0.13	0.1	0.31
As3mt	NA	0.11	0.11	0.12	0.11	0.1	0.1	0.12	0.1
Asah1	NA	0.12	0.11	0.13	0.12	0.18	0.23	0.07	0.12
Asah2	NA	0.97	0.58	0.65	0.78	0.79	0.22	3.54	0.64
Asap1	NA	0.13	0.17	0.2	0.14	0.36	0.21	0.15	0.23
Asap2	NA	0.22	0.36	0.32	0.17	1.43	0.68	0.52	0.88
Asb1	NA	0.05	0.05	0.1	0.06	0.14	0.15	0.03	0.06
Asb3	NA	0.03	0.02	0.03	0.02	0.07	0.04	0.04	0.03
Asb6	NA	0.07	0.08	0.06	0.1	0.07	0.04	0.05	0.04
Asb7	NA	0.05	0.06	0.09	0.08	0.09	0.05	0.14	0.1
Asb8	NA	0.03	0.03	0.04	0.04	0.03	0.03	0.04	0.04
Ascc1	NA	0.17	0.22	0.21	0.19	0.07	0.14	0.25	0.14
Ascc2	NA	0.08	0.14	0.13	0.11	0.21	0.33	0.1	0.08
Ascc3	NA	0.14	0.14	0.16	0.11	0.22	0.25	0.07	0.13
Asf1a	NA	0.07	0.04	0.04	0.04	0.02	0.03	0.06	0.06
Asf1b	NA	0.04	0.02	0.02	0.03	0.04	0.09	0.04	0.05
Ash1l	NA	0.3	0.28	0.33	0.31	0.29	0.15	0.24	0.27
Ash2l	NA	0.09	0.08	0.09	0.09	0.09	0.09	0.07	0.07
Asl	NA	0.19	0.18	0.19	0.14	0.1	0.31	0.23	0.11
Asna1	NA	0.15	0.11	0.12	0.14	0.11	0.47	0.12	0.14
Asns	NA	0.07	0.04	0.04	0.03	0.08	0.19	0.08	0.07
Asnsd1	NA	0.03	0.03	0.03	0.02	0.01	0.01	0.03	0.03
Aspa	NA	0.06	0.03	0.05	0.03	0.02	0.08	0.03	0.04
Asph	NA	0.35	0.45	0.37	0.56	0.82	1.52	0.4	0.82
Aspm	NA	0.25	0.18	0.31	0.19	0.28	0.26	0.13	0.2
Aspscr1	NA	0.09	0.11	0.1	0.11	0.1	0.13	0.11	0.07
Asrgl1	NA	0.12	0.08	0.12	0.11	0.08	0.11	0.17	0.08
Ass1	NA	0.28	0.48	0.42	1.06	0.37	0.87	0.46	0.34
Aste1	NA	0.09	0.07	0.06	0.05	0.13	0.22	0.11	0.07
Asxl1	NA	0.19	0.19	0.26	0.2	0.39	0.21	0.2	0.2
Asxl2	NA	0.4	0.51	0.26	0.4	1.51	0.87	0.32	0.61
Atad1	NA	0.09	0.09	0.09	0.11	0.09	0.08	0.08	0.13
Atad2	NA	0.11	0.1	0.1	0.11	0.15	0.14	0.05	0.13
Atad2b	NA	0.21	0.19	0.22	0.19	0.18	0.11	0.17	0.19
Atad3a	NA	0.14	0.17	0.14	0.17	0.16	0.24	0.17	0.14
Atad5	NA	0.14	0.12	0.17	0.14	0.18	0.12	0.09	0.14
Ate1	NA	0.18	0.16	0.18	0.15	0.13	0.14	0.12	0.15
Atf1	NA	0.07	0.07	0.08	0.06	0.05	0.03	0.09	0.08
Atf2	NA	0.04	0.03	0.03	0.03	0.07	0.02	0.04	0.05
Atf4	NA	0.07	0.05	0.06	0.05	0.04	0.01	0.07	0.04
Atf6	NA	0.08	0.08	0.1	0.1	0.15	0.23	0.09	0.15
Atf6b	NA	0.13	0.18	0.12	0.15	0.23	0.25	0.15	0.18
Atf7ip	NA	0.16	0.24	0.24	0.19	0.26	0.28	0.25	0.38
Atg10	NA	0.12	0.13	0.17	0.13	0.03	0.11	0.07	0.07
Atg101	NA	0.1	0.1	0.09	0.1	0.01	0.04	0.09	0.05
Atg13	NA	0.05	0.02	0.04	0.04	0.12	0.06	0.03	0.04
Atg14	NA	0.08	0.04	0.08	0.08	0.11	0.12	0.05	0.11
Atg16l1	NA	0.11	0.08	0.06	0.1	0.09	0.05	0.09	0.09
Atg16l2	NA	0.15	0.23	0.12	0.17	0.07	0.09	0.17	0.16
Atg2a	NA	0.14	0.22	0.13	0.19	0.45	0.34	0.21	0.41
Atg2b	NA	0.18	0.28	0.23	0.2	0.32	0.16	0.27	0.41
Atg3	NA	0.21	0.16	0.15	0.19	0.11	0.08	0.15	0.1
Atg4b	NA	0.12	0.1	0.08	0.11	0.08	0.21	0.13	0.12
Atg4c	NA	0.1	0.09	0.11	0.11	0.17	0.07	0.12	0.2
Atg4d	NA	0.04	0.03	0.03	0.01	0.07	0.06	0.05	0.03
Atg5	NA	0.05	0.03	0.03	0.05	0.03	0.02	0.04	0.03
Atg7	NA	0.08	0.12	0.1	0.1	0.18	0.41	0.1	0.13
Atg9a	NA	0.05	0.06	0.07	0.05	0.13	0.07	0.07	0.12
Atic	NA	0.45	0.5	0.47	0.4	0.34	0.77	0.38	0.29
Atl1	NA	0.14	0.11	0.19	0.1	0.01	0.07	0.06	0.1
Atl2	NA	0.18	0.15	0.16	0.15	0.22	0.18	0.14	0.14
Atl3	NA	0.97	1.08	1	0.99	1.13	1.78	0.88	1.53
Atm	NA	0.45	0.52	0.42	0.46	0.84	0.7	0.35	0.72
Atmin	NA	0.02	0.01	0.04	0.02	0.04	0.02	0.02	0.02
Atox1	NA	0.04	0.05	0.03	0.04	0	0.01	0.04	0.02
Atp10a	NA	0.1	0.08	0.05	0.09	0.27	0.37	0.09	0.26
Atp11a	NA	0.15	0.19	0.21	0.18	0.41	0.16	0.22	0.32
Atp11b	NA	0.07	0.06	0.08	0.07	0.25	0.12	0.07	0.14
Atp11c	NA	0.12	0.1	0.17	0.12	0.17	0.11	0.1	0.14
Atp13a1	NA	0.08	0.12	0.09	0.11	0.15	0.14	0.07	0.13
Atp13a2	NA	0.11	0.1	0.14	0.11	0.31	0.24	0.1	0.18
Atp13a3	NA	0.22	0.17	0.27	0.18	0.41	0.19	0.19	0.31
Atp1a1	NA	0.21	0.32	0.26	0.25	0.28	0.55	0.2	0.29
Atp1a3	NA	0.25	0.41	0.3	0.29	0.61	0.59	0.27	0.44
Atp1b1	NA	0.35	0.23	0.4	0.48	0.2	0.05	0.16	0.21
Atp1b3	NA	0.04	0.04	0.04	0.03	0.03	0.07	0.05	0.05
Atp2a2	NA	0.2	0.21	0.21	0.18	0.36	0.37	0.15	0.3
Atp2a3	NA	0.06	0.1	0.11	0.09	0.21	0.15	0.11	0.18
Atp2b1	NA	0.28	0.22	0.26	0.24	0.1	0.07	0.18	0.2
